ID,Vietnamese_Text,English_Text,Vietnamese_Sound
word_elizabeth,elizabeth,Elizabeth (name),
word_tè,tè,to pee (informal),
word_ian,ian,Ian (name),
word_xỉn,xỉn,drunk (informal),
word_xách,xách,to carry (by hand/handle),
word_đái,đái,to urinate (vulgar),
word_roger,roger,Roger (name),
word_kèm,kèm,to accompany / attach,
word_linda,linda,Linda (name),
word_toa,toa,train car,
word_rạp,rạp,"theater, cinema",
word_reid,reid,Reid (name),
word_bond,bond,Bond (name),
word_moi,moi,"to dig out, extract (info)",
word_karen,karen,Karen (name),
word_ngây,ngây,naive (as in ngây thơ),
word_quăng,quăng,"to throw, toss",
word_from,from,(English),
word_quậy,quậy,to cause trouble (informal),
word_chổ,chổ,place (informal spelling of chỗ),
word_bát,bát,bowl (northern),
word_vẹn,vẹn,(in vẹn toàn = intact/whole),
word_clark,clark,Clark (name),
word_jessica,jessica,Jessica (name),
word_chẩn,chẩn,(in chẩn đoán = diagnose),
word_hỡi,hỡi,"oh! (vocative, poetic)",
word_alo,alo,hello (on phone),
word_julie,julie,Julie (name),
word_flash,flash,flash,
word_hoà,hoà,"peace, to draw a game (variant)",
word_khiếu,khiếu,talent / aptitude,
word_savage,savage,savage,
word_reese,reese,Reese (name),
word_ốc,ốc,snail,
word_thước,thước,ruler (measuring tool),
word_charlotte,charlotte,Charlotte (name),
word_cameron,cameron,Cameron (name),
word_rỗi,rỗi,"free, idle",
word_ngô,ngô,corn (northern dialect),
word_vuốt,vuốt,"to stroke, smooth down",
word_rách,rách,torn,
word_êm,êm,"smooth, quiet",
word_tro,tro,ash,
word_park,park,park/Park (name),
word_ngụy,ngụy,"fake, puppet (as in ngụy quân)",
word_raymond,raymond,Raymond (name),
word_little,little,little,
word_khơi,khơi,"to stir up, dredge",
word_robin,robin,Robin (name),
word_him,him,(English),
word_bơm,bơm,to pump,
word_xui,xui,"unlucky, to incite",
word_cấy,cấy,to plant (rice seedlings),
word_xưng,xưng,to call oneself (as in xưng hô),
word_bậy,bậy,"wrong, improper (as in nói bậy)",
word_nhạt,nhạt,"bland, faded",
word_caesar,caesar,Caesar,
word_as,as,(English),
word_teddy,teddy,Teddy (name),
word_xoa,xoa,"to rub, massage",
word_thịnh,thịnh,prosperous (as in thịnh vượng),
word_nấm,nấm,mushroom,
word_angeles,angeles,Angeles (as in Los Angeles),
word_chèo,chèo,to row (a boat) / traditional opera,
word_khung,khung,frame,
word_nít,nít,"(in con nít = kid, informal)",
word_dr.,dr.,Dr.,
word_greg,greg,Greg (name),
word_đoan,đoan,(in đoan trang = demure),
word_victoria,victoria,Victoria (name),
word_màng,màng,membrane,
word_how,how,(English),
word_ang,ang,(fragment),
word_aaron,aaron,Aaron (name),
word_nhì,nhì,second (ordinal),
word_carol,carol,Carol (name),
word_lánh,lánh,to avoid (as in lánh nạn),
word_grant,grant,Grant (name),
word_duyên,duyên,"charm, fate/connection",
word_phiến,phiến,"slab, sheet (as in phiến đá)",
word_jay,jay,Jay (name),
word_rèn,rèn,"to forge, train (skills)",
word_matthew,matthew,Matthew (name),
word_rau,rau,vegetable,
word_côi,côi,(in mồ côi = orphaned),
word_sòng,sòng,(in sòng bạc = casino),
word_ǵ,ǵ,(subtitle formatting artifact),
word_harvey,harvey,Harvey (name),
word_fan,fan,fan (of something),
word_cõi,cõi,realm (as in cõi đời),
word_wells,wells,Wells (name),
word_marie,marie,Marie (name),
word_sập,sập,to collapse,
word_nấp,nấp,to hide (crouching),
word_ngai,ngai,throne,
word_tẩu,tẩu,pipe (smoking) / to flee (archaic),
word_khoe,khoe,to show off,
word_sáo,sáo,flute / cliché,
word_el,el,(fragment),
word_dặn,dặn,"to instruct, remind",
word_ruồi,ruồi,fly (insect),
word_buồm,buồm,sail (of a boat),
word_đam,đam,(in đam mê = passion),
word_a-lô,a-lô,hello (on phone),
word_khuẩn,khuẩn,bacteria (as in vi khuẩn),
word_take,take,(English),
word_felicity,felicity,Felicity (name),
word_choàng,choàng,to drape over,
word_mòn,mòn,worn out,
word_evan,evan,Evan (name),
word_han,han,"(fragment, name)",
word_khéo,khéo,skillful,
word_tọa,tọa,"to sit (formal, as in tọa lạc)",
word_andrew,andrew,Andrew (name),
word_phàn,phàn,(in phàn nàn = complain),
word_bùng,bùng,"to erupt, flare up",
word_thấu,thấu,to fully understand,
word_lẩn,lẩn,"to evade, hide (as in lẩn tránh)",
word_gen,gen,gene,
word_susan,susan,Susan (name),
word_quặc,quặc,(in kỳ quặc = weird),
word_soi,soi,"to shine a light on, scrutinize",
word_gotham,gotham,Gotham,
word_santa,santa,Santa,
word_bịa,bịa,"to make up, fabricate",
word_shaw,shaw,Shaw (name),
word_h-san,h-san,(fragment),
word_náo,náo,(in náo nhiệt = bustling),
word_gonna,gonna,(English),
word_email,email,email,
word_want,want,(English),
word_jacob,jacob,Jacob (name),
word_big,big,big,
word_chốn,chốn,place (poetic),
word_larry,larry,Larry (name),
word_lậu,lậu,"illegal, smuggled",
word_ngột,ngột,(in ngột ngạt = stifling),
word_đầm,đầm,swamp / dress,
word_mỏng,mỏng,thin,
word_khờ,khờ,"naive, foolish",
word_am,am,(in am hiểu = well-versed),
word_cặn,cặn,"residue, sediment",
word_dna,dna,DNA,
word_ráng,ráng,to try hard (southern) / afterglow (sky),
word_phô,phô,"to display, show off",
word_bùn,bùn,mud,
word_parker,parker,Parker (name),
word_sôi,sôi,to boil,
word_dồn,dồn,"to accumulate, push together",
word_dennis,dennis,Dennis (name),
word_coulson,coulson,Coulson (name),
word_miêu,miêu,(in miêu tả = describe),
word_trọn,trọn,"complete, whole",
word_cooper,cooper,Cooper (name),
word_alan,alan,Alan (name),
word_hử,hử,huh? (particle),
word_nở,nở,"to bloom, expand",
word_oxy,oxy,oxygen,
word_sex,sex,sex,
word_debbie,debbie,Debbie (name),
word_nét,nét,"feature, stroke (of a line)",
word_hẹp,hẹp,narrow,
word_ây,ây,(fragment),
word_canada,canada,Canada,
word_castle,castle,castle,
word_cole,cole,Cole (name),
word_lam,lam,blue (poetic),
word_howard,howard,Howard (name),
word_about,about,(English),
word_son,son,lipstick (informal) / son (English),
word_team,team,team,
word_tà,tà,"evil, wicked (as in tà ác)",
word_chffffff,chffffff,(subtitle formatting artifact),
word_way,way,(English),
word_cay,cay,spicy,
word_lơ,lơ,"to ignore, be inattentive",
word_vồ,vồ,to pounce,
word_brown,brown,brown/Brown (name),
word_brody,brody,Brody (name),
word_jean,jean,Jean (name),
word_patrick,patrick,Patrick (name),
word_búa,búa,hammer,
word_chục,chục,ten (counting unit),
word_túng,túng,(in túng thiếu = short of money),
word_berlin,berlin,Berlin,
word_black,black,black,
word_manny,manny,Manny (name),
word_mãnh,mãnh,fierce (as in mãnh liệt),
word_ào,ào,(in ào ạt = rushing/torrential),
word_toi,toi,doomed (slang),
word_đao,đao,broadsword (archaic weapon),
word_dời,dời,"to move, relocate",
word_lydia,lydia,Lydia (name),
word_hông,hông,hip / (southern for không),
word_sương,sương,"dew, mist",
word_chun,chun,elastic (as in dây chun),
word_cuddy,cuddy,Cuddy (name),
word_đ,đ,đồng (currency symbol),
word_mĩ,mĩ,beautiful / America (variant),
word_khâu,khâu,to sew / stage in a process,
word_ngạo,ngạo,arrogant (as in kiêu ngạo),
word_gạch,gạch,brick / to underline,
word_allen,allen,Allen (name),
word_mẻ,mẻ,a batch / chipped,
word_đươc,đươc,được (typo variant),
word_world,world,world,
word_day,day,(English),
word_boston,boston,Boston,
word_nhuận,nhuận,(in lợi nhuận = profit),
word_thủng,thủng,punctured,
word_s.h.i.e.l.d.,s.h.i.e.l.d.,S.H.I.E.L.D. (fictional org),
word_saul,saul,Saul (name),
word_lướt,lướt,"to glide, browse (lướt web)",
word_gai,gai,thorn,
word_vã,vã,hardworking (as in vất vả),
word_cáu,cáu,irritated,
word_xuôi,xuôi,"downstream, smooth",
word_trêu,trêu,to tease,
word_thê,thê,(in thê thảm = tragic),
word_night,night,(English),
word_ki,ki,(fragment),
word_chì,chì,lead (metal) / pencil (bút chì),
word_men,men,"yeast, ferment",
word_foreman,foreman,Foreman (name),
word_snow,snow,snow,
word_ừ,ừ,yeah,
word_mason,mason,Mason (name),
word_nghiền,nghiền,"to grind, crush / addicted to",
word_xám,xám,gray,
word_wyatt,wyatt,Wyatt (name),
word_khái,khái,(in khái niệm = concept),
word_beth,beth,Beth (name),
word_alpha,alpha,alpha,
word_lọt,lọt,"to fall into, pass through",
word_súp,súp,soup,
word_tím,tím,purple,
word_khuất,khuất,"hidden, out of sight",
word_ashley,ashley,Ashley (name),
word_lance,lance,Lance (name),
word_nhãn,nhãn,label / eye (formal),
word_catherine,catherine,Catherine (name),
word_nina,nina,Nina (name),
word_florida,florida,Florida,
word_đũa,đũa,chopsticks,
word_còi,còi,horn (vehicle),
word_chửi,chửi,"to curse at, scold",
word_đẽ,đẽ,(in xinh đẽ = pretty),
word_piano,piano,piano,
word_she,she,(English),
word_grayson,grayson,Grayson (name),
word_nguyệt,nguyệt,moon (formal),
word_bướm,bướm,butterfly,
word_nến,nến,candle,
word_nghiệt,nghiệt,(in nghiệt ngã = harsh fate),
word_joseph,joseph,Joseph (name),
word_cán,cán,handle (of a tool) / to run over,
word_feet,feet,feet (unit),
word_malcolm,malcolm,Malcolm (name),
word_gũi,gũi,(in gần gũi = close/intimate),
word_kiềm,kiềm,to restrain (as in kiềm chế),
word_dưa,dưa,"melon, cucumber",
word_davis,davis,Davis (name),
word_lẻn,lẻn,to sneak in,
word_palmer,palmer,Palmer (name),
word_soạn,soạn,"to compose, prepare",
word_noah,noah,Noah (name),
word_look,look,(English),
word_bôi,bôi,"to smear, apply (cream)",
word_đắm,đắm,"to sink, drown / immersed",
word_potter,potter,Potter (name),
word_buddy,buddy,buddy,
word_hiếu,hiếu,filial piety,
word_thank,thank,thank,
word_vần,vần,rhyme,
word_bưu,bưu,(in bưu điện = post office),
word_líu,líu,(in líu lo = chirping),
word_đan,đan,to knit,
word_huệ,huệ,lily (flower) / favor,
word_sừng,sừng,horn (animal),
word_ngầu,ngầu,"cool, badass (slang)",
word_mộc,mộc,"wood (formal, as in mộc mạc)",
word_vòi,vòi,"spout, trunk (of elephant)",
word_rực,rực,blazing (as in rực rỡ),
word_nảy,nảy,to bounce / to arise (an idea),
word_len,len,wool / to squeeze through,
word_thụy,thụy,"(in Thụy Điển = Sweden, formal)",
word_bóc,bóc,to peel,
word_st.,st.,Saint,
word_khống,khống,(in khống chế = control),
word_iris,iris,Iris (name),
word_nhích,nhích,to move slightly,
word_thét,thét,"to shout, roar",
word_nhai,nhai,to chew,
word_nồng,nồng,"strong-smelling, warm",
word_scofield,scofield,Scofield (name),
word_where,where,(English),
word_nhúc,nhúc,(in nhúc nhích = to budge),
word_ngợi,ngợi,(in ca ngợi = praise),
word_đực,đực,male (of animals),
word_scarlett,scarlett,Scarlett (name),
word_dốc,dốc,slope / to pour out fully,
word_kelly,kelly,Kelly (name),
word_na,na,(in Na Uy = Norway),
word_lawrence,lawrence,Lawrence (name),
word_make,make,(English),
word_a.,a.,(abbreviation fragment),
word_lề,lề,"margin, custom",
word_bỗng,bỗng,suddenly,
word_vu,vu,to accuse falsely (as in vu khống),
word_jenny,jenny,Jenny (name),
word_helen,helen,Helen (name),
word_bennet,bennet,Bennet (name),
word_riley,riley,Riley (name),
word_bịt,bịt,"to cover, block",
word_kyle,kyle,Kyle (name),
word_phụng,phụng,to serve (as in phụng sự),
word_never,never,never,
word_julia,julia,Julia (name),
word_lạm,lạm,(in lạm dụng = abuse),
word_lewis,lewis,Lewis (name),
word_vác,vác,to carry on shoulder,
word_lẹ,lẹ,fast (southern),
word_tý,tý,a tiny bit (variant of tí),
word_jon,jon,Jon (name),
word_seth,seth,Seth (name),
word_us,us,(English),
word_laura,laura,Laura (name),
word_ngự,ngự,"to reside (royal, archaic)",
word_guy,guy,guy,
word_felix,felix,Felix (name),
word_bẩm,bẩm,to report (archaic) / born with (bẩm sinh),
word_johnson,johnson,Johnson (name),
word_green,green,green,
word_thắn,thắn,"(in thẳng thắn = straightforward, candid)",
word_rên,rên,to moan,
word_bầm,bầm,bruised,
word_ron,ron,Ron (name),
word_rebecca,rebecca,Rebecca (name),
word_game,game,game,
word_norman,norman,Norman (name),
word_km,km,kilometer,
word_ken,ken,Ken (name),
word_găng,găng,(in găng tay = gloves),
word_phơi,phơi,to dry in the sun,
word_ahh,ahh,ahh,
word_internet,internet,internet,
word_moses,moses,Moses,
word_xót,xót,"to feel sorry for, ache",
word_lệch,lệch,"tilted, off-center",
word_khuyến,khuyến,(in khuyến khích = encourage),
word_lester,lester,Lester (name),
word_back,back,back,
word_sưởi,sưởi,to warm (as in sưởi ấm),
word_phế,phế,to abolish / lung (formal),
word_nạt,nạt,"to scold, intimidate",
word_vẫy,vẫy,to wave (hand),
word_cáp,cáp,cable,
word_trọ,trọ,to lodge (as in nhà trọ),
word_đùi,đùi,thigh,
word_fitz,fitz,Fitz (name),
word_hydra,hydra,Hydra,
word_cua,cua,crab / to court (informal),
word_miami,miami,Miami,
word_ned,ned,Ned (name),
word_bonnie,bonnie,Bonnie (name),
word_chip,chip,chip,
word_bùm,bùm,boom,
word_xơ,xơ,fiber / nun (archaic),
word_dinh,dinh,"mansion, palace",
word_roi,roi,"whip, cane",
word_nhạo,nhạo,to mock (as in chế nhạo),
word_scotland,scotland,Scotland,
word_thây,thây,corpse,
word_barney,barney,Barney (name),
word_trán,trán,forehead,
word_ẩm,ẩm,humid,
word_nhỡ,nhỡ,"in case, accidentally (variant of lỡ)",
word_grace,grace,grace/Grace (name),
word_giời,giời,sky/heaven (northern dialect),
word_hụt,hụt,to fall short (as in hụt hẫng),
word_bảnh,bảnh,"handsome, dashing (informal)",
word_more,more,(English),
word_khe,khe,"crevice, gap",
word_tủy,tủy,marrow (bone),
word_logan,logan,Logan (name),
word_hù,hù,"to scare, bluff",
word_doạ,doạ,to threaten (variant of dọa),
word_hái,hái,to pick (fruit),
word_taylor,taylor,Taylor (name),
word_phết,phết,"a bit, quite (informal)",
word_trơn,trơn,slippery,
word_nứt,nứt,to crack,
word_tuệ,tuệ,wisdom (as in trí tuệ),
word_chôm,chôm,to steal (slang),
word_bế,bế,to carry (a baby),
word_lưỡng,lưỡng,(in do dự lưỡng lự = hesitant),
word_gầm,gầm,to roar / underneath,
word_jeff,jeff,Jeff (name),
word_lannister,lannister,Lannister (fictional house name),
word_khiết,khiết,pure (as in thanh khiết),
word_nhiễu,nhiễu,"interference, noise (signal)",
word_terry,terry,Terry (name),
word_miles,miles,Miles (name),
word_tôm,tôm,shrimp,
word_nộ,nộ,anger (as in phẫn nộ),
word_đôn,đôn,stool / to urge (đôn đốc),
word_kirk,kirk,Kirk (name),
word_bách,bách,hundred (formal) / cypress tree,
word_ớt,ớt,chili pepper,
word_sir,sir,sir,
word_justin,justin,Justin (name),
word_bord0,bord0,(subtitle formatting artifact),
word_over,over,(English),
word_sỉ,sỉ,insult (as in sỉ nhục) / retail,
word_mánh,mánh,"trick, scheme",
word_lười,lười,lazy,
word_rầy,rầy,to scold (southern),
word_bong,bong,(in bong bóng = balloon/bubble),
word_sandwich,sandwich,sandwich,
word_spock,spock,Spock,
word_ann,ann,Ann (name),
word_avatar,avatar,avatar,
word_show,show,show,
word_uh-huh,uh-huh,uh-huh,
word_connor,connor,Connor (name),
word_phanh,phanh,brake (vehicle),
word_sylar,sylar,Sylar (name),
word_maya,maya,Maya (name),
word_gìn,gìn,(in gìn giữ = preserve),
word_josh,josh,Josh (name),
word_megan,megan,Megan (name),
word_sô,sô,show (informal loanword),
word_điếc,điếc,deaf,
word_nhúng,nhúng,to dip,
word_trặc,trặc,(in trục trặc = malfunction),
word_nhánh,nhánh,branch,
word_web,web,web,
word_nhồi,nhồi,to stuff,
word_nháy,nháy,"to blink, wink",
word_tỉa,tỉa,"to trim, prune",
word_vướng,vướng,"entangled, caught up",
word_doc,doc,doc/document,
word_music,music,music,
word_kara,kara,Kara (name),
word_cisco,cisco,Cisco (name),
word_địt,địt,to have sex (vulgar),
word_lựu,lựu,pomegranate (as in lựu đạn = grenade),
word_arrow,arrow,arrow,
word_phang,phang,to strike (informal),
word_moscow,moscow,Moscow,
word_lõi,lõi,core (of something),
word_vãn,vãn,"late (archaic, as in muộn vãn)",
word_séc,séc,check (payment) / Czech,
word_ôn,ôn,to review (studies) / mild (ôn hòa),
word_thảy,thảy,all (as in tất thảy),
word_vụn,vụn,"crumb, scrap",
word_blue,blue,blue,
word_think,think,(English),
word_hoành,hoành,(in hoành tráng = grandiose),
word_nhựa,nhựa,"plastic, resin",
word_bì,bì,skin (pork) / envelope,
word_betty,betty,Betty (name),
word_lẫy,lẫy,(in lẫy lừng = renowned),
word_thoáng,thoáng,"airy, brief glimpse",
word_cưa,cưa,saw (tool) / to court (informal),
word_triết,triết,philosophy (as in triết học),
word_starling,starling,Starling (place name),
word_benjamin,benjamin,Benjamin (name),
word_né,né,to dodge,
word_bỉ,bỉ,despise (as in khinh bỉ) / Belgium,
word_alexander,alexander,Alexander (name),
word_gầy,gầy,"thin, skinny",
word_west,west,west,
word_cún,cún,puppy (informal),
word_chư,chư,"everyone (formal prefix, archaic)",
word_giở,giở,"to turn (a page), act up",
word_miện,miện,(in vương miện = crown),
word_ellen,ellen,Ellen (name),
word_hm,hm,hm,
word_chanh,chanh,lime / lemon,
word_qkk,qkk,(subtitle formatting artifact),
word_hòng,hòng,in order to (with negative intent),
word_why,why,(English),
word_hill,hill,hill,
word_mỡ,mỡ,fat (cooking),
word_xuẩn,xuẩn,stupid (as in ngu xuẩn),
word_happy,happy,happy,
word_daisy,daisy,Daisy (name),
word_khuya,khuya,late at night,
word_hack,hack,to hack,
word_vặn,vặn,"to twist, turn (a knob)",
word_neo,neo,anchor,
word_hổng,hổng,"not (southern informal, variant of không)",
word_jill,jill,Jill (name),
word_phước,phước,"fortune, blessing (southern spelling)",
word_chen,chen,"to squeeze in, push through",
word_mợ,mợ,"aunt (uncle's wife, informal)",
word_zoe,zoe,Zoe (name),
word_thự,thự,(in dinh thự = mansion),
word_could,could,(English),
word_his,his,(English),
word_nicholas,nicholas,Nicholas (name),
word_jamie,jamie,Jamie (name),
word_chước,chước,(in mưu chước = scheme),
word_bấy,bấy,(in bấy giờ = at that time),
word_ugh,ugh,ugh,
word_then,then,(English),
word_chuckles,chuckles,chuckles,
word_hunter,hunter,hunter/Hunter (name),
word_cat,cat,cat,
word_que,que,stick (small),
word_xôi,xôi,sticky rice,
word_marshall,marshall,Marshall (name),
word_clarke,clarke,Clarke (name),
word_ali,ali,Ali (name),
word_đãng,đãng,(in đãng trí = absent-minded),
word_chồn,chồn,weasel / restless (as in bồn chồn),
word_fred,fred,Fred (name),
word_hotch,hotch,Hotch (name),
word_vách,vách,wall (thin partition),
word_christian,christian,Christian (name),
word_need,need,(English),
word_dơi,dơi,bat (animal),
word_khiên,khiên,shield,
word_chích,chích,"to inject, sting",
word_rùa,rùa,turtle,
word_liếm,liếm,to lick,
word_our,our,(English),
word_barnes,barnes,Barnes (name),
word_trượng,trượng,"(unit of length, archaic) / staff (weapon)",
word_nóc,nóc,"roof, top",
word_tạng,tạng,constitution/build (as in thể tạng),
word_star,star,star,
word_dỡ,dỡ,"to unload, dismantle",
word_giầy,giầy,shoes (variant spelling),
word_liêng,liêng,(fragment),
word_aw,aw,aw,
word_merlyn,merlyn,Merlyn (name),
word_nhượng,nhượng,"to concede, transfer (as in nhượng bộ)",
word_ạ,ạ,(polite particle),
word_jo,jo,Jo (name),
word_rán,rán,to fry (northern),
word_would,would,(English),
word_choáng,choáng,"stunned, dizzy",
word_alfred,alfred,Alfred (name),
word_mac,mac,Mac (name),
word_rach,rach,to slit (variant of rạch),
word_michelle,michelle,Michelle (name),
word_quyên,quyên,(in quyên góp = donate/fundraise),
word_nancy,nancy,Nancy (name),
word_her,her,(English),
word_turner,turner,Turner (name),
word_truồng,truồng,naked (informal),
word_bừa,bừa,carelessly (as in bừa bãi),
word_rót,rót,to pour,
word_xịt,xịt,to spray,
word_trào,trào,"to overflow, surge (as in trào lưu)",
word_cathy,cathy,Cathy (name),
word_chật,chật,tight / cramped,
word_xen,xen,"to interject, mix in",
word_giếng,giếng,well (water),
word_rợ,rợ,"savage, barbaric (archaic)",
word_chuối,chuối,banana,
word_nề,nề,(in nề nếp = discipline/order),
word_or,or,(English),
word_sammy,sammy,Sammy (name),
word_judy,judy,Judy (name),
word_thoái,thoái,"to retreat, decline (as in suy thoái)",
word_boy,boy,boy,
word_aang,aang,Aang (name),
word_hẻm,hẻm,alley,
word_lãm,lãm,(in triển lãm = exhibition),
word_albert,albert,Albert (name),
word_há,há,to open (mouth) / huh?,
word_bổn,bổn,"origin, version (variant of bản)",
word_lou,lou,Lou (name),
word_mr,mr,Mr.,
word_vạt,vạt,flap (of clothing) / patch (of land),
word_lách,lách,"to squeeze through, dodge",
word_yến,yến,swallow (bird),
word_stone,stone,stone/Stone (name),
word_derek,derek,Derek (name),
word_clb,clb,club (abbreviation),
word_đểu,đểu,"deceitful, sleazy (informal)",
word_nghiêng,nghiêng,to tilt,
word_quạ,quạ,crow (bird),
word_nhược,nhược,weak (as in nhu nhược),
word_manhattan,manhattan,Manhattan,
word_won,won,won (currency),
word_whiskey,whiskey,whiskey,
word_nản,nản,discouraged (as in chán nản),
